external_id,name,slug,parent_external_id,has_shipping,has_brand,metadata
1450,Prekidači za automobile,,929,0,0,
31,Mobiteli,mobiteli,3,0,0,
1486,Dizalice za automobile,,929,0,0,
1455,Ulja za automobile,,929,0,0,
1603,Autodijagnostika,,929,0,0,
1041,Kacige za motocikliste,kacige-za-motocikliste,930,1,1,"{""id"":1041,""name"":""Kacige za motocikliste"",""name_singular"":""Kacige za motocikliste"",""slug"":""kacige-za-motocikliste"",""parent_id"":930,""order"":46,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":true}"
2062,Ručice mjenjača za automobile,,929,0,0,
1617,Znakovi za automobile,,929,0,0,
793,Deterdženti i sredstva za dezinfekciju,deterdzenti-i-sredstva-za-dezinfekciju,710,1,1,"{""id"":793,""name"":""Deterdženti i sredstva za dezinfekciju"",""name_singular"":""Deterdženti i sredstva za dezinfekciju"",""slug"":""deterdzenti-i-sredstva-za-dezinfekciju"",""parent_id"":710,""order"":10,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
942,Autokozmetika,,929,0,0,
940,Gume za automobile,,929,0,0,
1188,Ostalo,ostalo,225,1,1,"{""id"":1188,""name"":""Ostalo"",""name_singular"":""Ostalo"",""slug"":""ostalo"",""parent_id"":225,""order"":1000,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
952,Svjetla/Signalizacija za motocikle,svjetlasignalizacija-za-motocikle,930,1,0,"{""id"":952,""name"":""Svjetla/Signalizacija za motocikle"",""name_singular"":""Svjetla/Signalizacija za motocikle"",""slug"":""svjetlasignalizacija-za-motocikle"",""parent_id"":930,""order"":126,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2034,Čepovi felgi za automobile,,929,0,0,
1456,Blatobrani za automobile,,929,0,0,
1470,Senzori za automobile,,929,0,0,
1565,CD/DVD/MC/Radio player za automobile,,929,0,0,
943,Retrovizori za automobile,,929,0,0,
1615,Alat i pribor za automobile,,929,0,0,
958,Izduvni sistemi za motocikle,izduvni-sistemi-za-motocikle,930,1,0,"{""id"":958,""name"":""Izduvni sistemi za motocikle"",""name_singular"":""Izduvni sistemi za motocikle"",""slug"":""izduvni-sistemi-za-motocikle"",""parent_id"":930,""order"":42,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1505,Ručke i tegovi za motocikle,rucke-i-tegovi-za-motocikle,930,1,1,"{""id"":1505,""name"":""Ručke i tegovi za motocikle"",""name_singular"":""Ručke i tegovi za motocikle"",""slug"":""rucke-i-tegovi-za-motocikle"",""parent_id"":930,""order"":118,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2605,Rotacije za automobile,,929,0,0,
972,Ostalo za teretna vozila,ostalo-za-teretna-vozila,931,0,0,"{""id"":972,""name"":""Ostalo za teretna vozila"",""name_singular"":""Ostalo za teretna vozila"",""slug"":""ostalo-za-teretna-vozila"",""parent_id"":931,""order"":1000,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":false,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1439,Maske za automobile,,929,0,0,
1623,Plastika za automobile,,929,0,0,
2575,Baterije i punjači,baterije-i-punjaci,14,0,0,
1691,Dodaci i Pribor za motocikle,dodaci-i-pribor-za-motocikle,930,1,0,"{""id"":1691,""name"":""Dodaci i Pribor za motocikle"",""name_singular"":""Dodaci i Pribor za motocikle"",""slug"":""dodaci-i-pribor-za-motocikle"",""parent_id"":930,""order"":26,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
254,Punjači za mobitele i tablete,punjaci-za-mobitele-i-tablete,252,1,1,"{""id"":254,""name"":""Punjači za mobitele i tablete"",""name_singular"":""Punjači za mobitele i tablete"",""slug"":""punjaci-za-mobitele-i-tablete"",""parent_id"":252,""order"":46,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":6,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1662,Viziri za motocikle,viziri-za-motocikle,930,1,1,"{""id"":1662,""name"":""Viziri za motocikle"",""name_singular"":""Viziri za motocikle"",""slug"":""viziri-za-motocikle"",""parent_id"":930,""order"":140,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
956,Retrovizori za motocikle,retrovizori-za-motocikle,930,1,0,"{""id"":956,""name"":""Retrovizori za motocikle"",""name_singular"":""Retrovizori za motocikle"",""slug"":""retrovizori-za-motocikle"",""parent_id"":930,""order"":112,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1540,Odijela i majice za motocikliste,odijela-i-majice-za-motocikliste,930,1,1,"{""id"":1540,""name"":""Odijela i majice za motocikliste"",""name_singular"":""Odijela i majice za motocikliste"",""slug"":""odijela-i-majice-za-motocikliste"",""parent_id"":930,""order"":86,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1541,Žmigavci za automobile,,929,0,0,
948,Tuning za automobile,,929,0,0,
2501,Balasti za automobile,,929,0,0,
2015,Maglenke za automobile,,929,0,0,
1434,Filteri za automobile,,929,0,0,
2031,Nosači/držači za mobitele,nosacidrzaci-za-mobitele,252,1,1,"{""id"":2031,""name"":""Nosači/držači za mobitele"",""name_singular"":""Nosači/držači za mobitele"",""slug"":""nosacidrzaci-za-mobitele"",""parent_id"":252,""order"":38,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1614,Brave i ključevi za automobile,,929,0,0,
953,Gume za motocikle,gume-za-motocikle,930,1,1,"{""id"":953,""name"":""Gume za motocikle"",""name_singular"":""Gume za motocikle"",""slug"":""gume-za-motocikle"",""parent_id"":930,""order"":36,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2607,Aditivi za automobile,,929,0,0,
2558,Svjetla tablica za automobile,,929,0,0,
2604,Rotacije za teretna vozila,rotacije-za-teretna-vozila,931,1,1,"{""id"":2604,""name"":""Rotacije za teretna vozila"",""name_singular"":""Rotacije za teretna vozila"",""slug"":""rotacije-za-teretna-vozila"",""parent_id"":931,""order"":70,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1837,Gedore i ključevi,gedore-i-kljucevi,225,1,1,"{""id"":1837,""name"":""Gedore i ključevi"",""name_singular"":""Gedore i ključevi"",""slug"":""gedore-i-kljucevi"",""parent_id"":225,""order"":46,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1045,Kablovi za mobitele,kablovi-za-mobitele,252,1,1,"{""id"":1045,""name"":""Kablovi za mobitele"",""name_singular"":""Kablovi za mobitele"",""slug"":""kablovi-za-mobitele"",""parent_id"":252,""order"":22,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1454,Ratkape za automobile,,929,0,0,
2144,Sajle za automobile,,929,0,0,
1566,Zvučnici za automobile,,929,0,0,
2632,Selotejp i trake,selotejp-i-trake,224,0,0,
939,Farovi i Štopke za automobile,,929,0,0,
2455,Naljepnice i stikeri za automobile,,929,0,0,
1476,Kapice za automobilske gume,,929,0,0,
1658,Zaštita i Sigurnost za motocikle,zastita-i-sigurnost-za-motocikle,930,1,0,"{""id"":1658,""name"":""Zaštita i Sigurnost za motocikle"",""name_singular"":""Zaštita i Sigurnost za motocikle"",""slug"":""zastita-i-sigurnost-za-motocikle"",""parent_id"":930,""order"":142,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2523,Kućišta osigurača i osigurači za automobile,,929,0,0,
945,Izduvni sistemi za automobile,,929,0,0,
1510,Rukavice za motocikliste,rukavice-za-motocikliste,930,1,1,"{""id"":1510,""name"":""Rukavice za motocikliste"",""name_singular"":""Rukavice za motocikliste"",""slug"":""rukavice-za-motocikliste"",""parent_id"":930,""order"":116,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1657,Diskovi i pločice za motocikle,diskovi-i-plocice-za-motocikle,930,1,1,"{""id"":1657,""name"":""Diskovi i pločice za motocikle"",""name_singular"":""Diskovi i pločice za motocikle"",""slug"":""diskovi-i-plocice-za-motocikle"",""parent_id"":930,""order"":24,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
944,"Branici, karambolke i spojleri za automobile",,929,0,0,
1609,Koferi i Torbe za motocikle,koferi-i-torbe-za-motocikle,930,1,1,"{""id"":1609,""name"":""Koferi i Torbe za motocikle"",""name_singular"":""Koferi i Torbe za motocikle"",""slug"":""koferi-i-torbe-za-motocikle"",""parent_id"":930,""order"":56,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2587,Autofolije,,929,0,0,
2435,Antene za automobile,,929,0,0,
1954,Ostali materijali i oprema,ostali-materijali-i-oprema,1947,1,0,"{""id"":1954,""name"":""Ostali materijali i oprema"",""name_singular"":""Ostali materijali i oprema"",""slug"":""ostali-materijali-i-oprema"",""parent_id"":1947,""order"":1000,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1599,Kablovi i konektori za automobile,,929,0,0,
2606,Antifrizi i permanti za automobile,,929,0,0,
1646,Filteri za motocikle,filteri-za-motocikle,930,1,1,"{""id"":1646,""name"":""Filteri za motocikle"",""name_singular"":""Filteri za motocikle"",""slug"":""filteri-za-motocikle"",""parent_id"":930,""order"":32,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1511,Jakne za motocikliste,jakne-za-motocikliste,930,1,1,"{""id"":1511,""name"":""Jakne za motocikliste"",""name_singular"":""Jakne za motocikliste"",""slug"":""jakne-za-motocikliste"",""parent_id"":930,""order"":44,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1663,Žmigavci za motocikle,zmigavci-za-motocikle,930,1,1,"{""id"":1663,""name"":""Žmigavci za motocikle"",""name_singular"":""Žmigavci za motocikle"",""slug"":""zmigavci-za-motocikle"",""parent_id"":930,""order"":148,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2401,FM transmiteri za automobile,,929,0,0,
2028,Autopresvlake,,929,0,0,
502,Privjesci za ključeve,privjesci-za-kljuceve,472,1,0,"{""id"":502,""name"":""Privjesci za ključeve"",""name_singular"":""Privjesci za ključeve"",""slug"":""privjesci-za-kljuceve"",""parent_id"":472,""order"":24,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":3,""sub_categories"":[],""icon"":null,""show_stories"":false}"
947,Ostali dijelovi za automobile,,929,0,0,
1082,Elektronika za motocikle,elektronika-za-motocikle,930,1,0,"{""id"":1082,""name"":""Elektronika za motocikle"",""name_singular"":""Elektronika za motocikle"",""slug"":""elektronika-za-motocikle"",""parent_id"":930,""order"":28,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
976,Svjetla/Signalizacija za bicikle,svjetlasignalizacija-za-bicikle,932,1,0,"{""id"":976,""name"":""Svjetla/Signalizacija za bicikle"",""name_singular"":""Svjetla/Signalizacija za bicikle"",""slug"":""svjetlasignalizacija-za-bicikle"",""parent_id"":932,""order"":78,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1843,Električni osigurači,elektricni-osiguraci,1838,1,1,"{""id"":1843,""name"":""Električni osigurači"",""name_singular"":""Električni osigurači"",""slug"":""elektricni-osiguraci"",""parent_id"":1838,""order"":12,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1440,Brisači za automobile,,929,0,0,
1073,Stativi,stativi,,1,1,"{""id"":1073,""name"":""Stativi"",""name_singular"":""Stativi"",""slug"":""stativi"",""parent_id"":274,""order"":26,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":7,""sub_categories"":[],""icon"":null,""show_stories"":true}"
1049,Oprema za telekomunikacije,oprema-za-telekomunikacije,1046,1,0,"{""id"":1049,""name"":""Oprema za telekomunikacije"",""name_singular"":""Oprema za telekomunikacije"",""slug"":""oprema-za-telekomunikacije"",""parent_id"":1046,""order"":10,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2473,Pepeljare za automobile,,929,0,0,
2637,Redne stezaljke i stopice,redne-stezaljke-i-stopice,1838,1,0,"{""id"":2637,""name"":""Redne stezaljke i stopice"",""name_singular"":""Redne stezaljke i stopice"",""slug"":""redne-stezaljke-i-stopice"",""parent_id"":1838,""order"":32,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2125,Okviri tablica za automobile,,929,0,0,
1462,Amortizeri i opruge za automobile,,929,0,0,
2503,"Otpornici, diode i kondenzatori",otpornici-diode-i-kondenzatori,1838,1,0,"{""id"":2503,""name"":""Otpornici, diode i kondenzatori"",""name_singular"":""Otpornici, diode i kondenzatori"",""slug"":""otpornici-diode-i-kondenzatori"",""parent_id"":1838,""order"":22,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
961,Tuning za motocikle,tuning-za-motocikle,930,1,1,"{""id"":961,""name"":""Tuning za motocikle"",""name_singular"":""Tuning za motocikle"",""slug"":""tuning-za-motocikle"",""parent_id"":930,""order"":130,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1647,Nosači za motocikle,nosaci-za-motocikle,930,1,0,"{""id"":1647,""name"":""Nosači za motocikle"",""name_singular"":""Nosači za motocikle"",""slug"":""nosaci-za-motocikle"",""parent_id"":930,""order"":84,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2621,Bužiri i kanalice,buziri-i-kanalice,1838,1,0,"{""id"":2621,""name"":""Bužiri i kanalice"",""name_singular"":""Bužiri i kanalice"",""slug"":""buziri-i-kanalice"",""parent_id"":1838,""order"":10,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2557,Unutrašnje osvjetljenje za automobile,,929,0,0,
1077,Ostalo,ostalo,,1,1,"{""id"":1077,""name"":""Ostalo"",""name_singular"":""Ostalo"",""slug"":""ostalo"",""parent_id"":274,""order"":1000,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":7,""sub_categories"":[],""icon"":null,""show_stories"":false}"
2156,Baterije za kamere i fotoaparate,baterije-za-kamere-i-fotoaparate,,1,0,"{""id"":2156,""name"":""Baterije za kamere i fotoaparate"",""name_singular"":""Baterije za kamere i fotoaparate"",""slug"":""baterije-za-kamere-i-fotoaparate"",""parent_id"":274,""order"":10,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":false}"
1812,Lanci za snijeg automobilskih guma,,929,0,0,
1577,Bušilice,busilice,225,1,1,"{""id"":1577,""name"":""Bušilice"",""name_singular"":""Bušilice"",""slug"":""busilice"",""parent_id"":225,""order"":28,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":true,""sensitive_content"":false,""post_option"":null,""show_price"":true,""show_brand"":true,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":true,""show_map"":false,""listing_fee"":0,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":true}"
2166,Auto servis,auto-servis,2160,0,0,"{""id"":2166,""name"":""Auto servis"",""name_singular"":""Auto servis"",""slug"":""auto-servis"",""parent_id"":2160,""order"":12,""desktop_order"":0,""top_category"":false,""highlighted"":false,""shipping_available"":false,""sensitive_content"":false,""post_option"":null,""show_price"":false,""show_brand"":false,""brand_required"":false,""model_required"":false,""has_models"":false,""show_condition"":false,""show_map"":false,""listing_fee"":35,""booking_enabled"":false,""base_listing_price"":5,""sub_categories"":[],""icon"":null,""show_stories"":true}"
15,Multimedija,multimedija,14,0,0,
18,Automobili,automobili,1,0,0,
20,Teretna vozila,teretna-vozila,1,0,0,
21,Motocikli,motocikli,1,0,0,
22,Bicikli,bicikli,1,0,0,
23,Stanovi i apartmani,stanovi-i-apartmani,2,0,0,
24,Kuće,kuce,2,0,0,
25,Poslovni prostori,poslovni-prostori,2,0,0,
26,Vikendice,vikendice,2,0,0,
28,Sobe,sobe,2,0,0,
29,Zemljišta,zemljista,2,0,0,
30,Garaže,garaze,2,0,0,
32,PDA i Pocket PCs,pda-i-pocket-pcs,3,0,0,
34,Bluetooth uređaji,bluetooth-uredjaji,3,0,0,
37,Ostalo,ostalo,3,0,0,
38,Desktop Računari,desktop-racunari,5,0,0,
39,Laptopi,laptopi,5,0,0,
42,Kompjuterska oprema,kompjuterska-oprema,5,0,0,
43,Softver,softver,5,0,0,
45,"TV, oprema i dijelovi",tv-oprema-i-dijelovi,14,0,0,
46,Bijela tehnika,bijela-tehnika,14,0,0,
47,Video iPod i mp3 playeri,video-ipod-i-mp3-playeri,14,0,0,
51,Muzička oprema i dijelovi,muzicka-oprema-i-dijelovi,67,0,0,
57,Kamere i foto aparati,kamere-i-foto-aparati,14,0,0,
74,Mreže i Komunikacije,mreze-i-komunikacije,5,0,0,
75,Serveri,serveri,5,0,0,
172,Fitness i trening,fitness-i-trening,171,0,0,
174,Vanjski sportovi,vanjski-sportovi,171,0,0,
177,Vodeni sportovi,vodeni-sportovi,171,0,0,
178,Zimski sportovi,zimski-sportovi,171,0,0,
180,Koncerti,koncerti,179,0,0,
181,Kina,kina,179,0,0,
182,Pozorišta,pozorista,179,0,0,
183,Sportski događaji,sportski-dogadjaji,179,0,0,
184,Ostale karte i ulaznice,ostale-karte-i-ulaznice,179,0,0,
200,Lančići i Ogrlice,lancici-i-ogrlice,68,0,0,
202,Prstenje,prstenje,68,0,0,
203,Narukvice,narukvice,68,0,0,
204,Privjesci za nakit,privjesci-za-nakit,68,0,0,
205,Pribor/alat za nakit i satove,priboralat-za-nakit-i-satove,68,0,0,
209,Kućni ljubimci,kucni-ljubimci,208,0,0,
210,Domaće životinje,domace-zivotinje,208,0,0,
